Date,Predicted Sales,Lower Bound,Upper Bound
2017-01-30,1215.579501104058,-1447.422882080877,3798.931110721394
2017-01-31,1548.5993624877487,-1032.2241551042687,4126.497767691328
2017-02-01,1082.3879385185567,-1995.1940739070355,3724.782948438065
2017-02-02,476.26636050829256,-2318.4554794139553,3374.912226217143
2017-02-03,1058.4572830150296,-1601.6298850440817,3798.198825733043
2017-02-04,1457.7251239996394,-1448.4300700768108,4219.954518030654
2017-02-05,1170.1405413499763,-1683.361947661473,4141.402969058662
2017-02-06,993.288315659279,-1870.2465783737546,3670.0231070286013
2017-02-07,1275.704445775617,-1469.2042288552707,4046.0601376036766
2017-02-08,764.544915276207,-2128.0371295739865,3568.3678809140397
2017-02-09,120.46407859312808,-2709.5296270453423,2840.595643211374
2017-02-11,1051.4840682546733,-1793.2610647172978,3795.0867763878664
2017-02-12,753.1842720337512,-1995.6514997448458,3402.631911354679
2017-02-13,576.0901825964302,-2086.1548276905874,3363.1874217898962
2017-02-14,869.0376710567729,-1828.0965347711303,3470.0659459321287
2017-02-15,379.2291304903117,-2336.749586959555,3142.00054726984
2017-02-16,-232.8902937430446,-3131.847175737933,2229.2284597366693
2017-02-19,553.5752660953663,-2123.0979428219757,3127.445928492953
2017-02-20,443.94283283184654,-2234.3401956162365,3061.5787038039352
2017-02-21,810.4251242405676,-1889.4853450121325,3581.1934609250015
2017-02-22,398.8236377700746,-2326.683624405743,3123.6499113456694
2017-02-23,-132.05150035630595,-2879.9952237554267,2696.5250178710417
2017-02-25,1057.5828224418728,-1974.06106580213,3892.7822839434934
2017-02-27,866.6896525940964,-1723.3488924318006,3597.29281461054
2017-02-28,1304.5786575787629,-1403.8016859870852,4097.32379664582
2017-03-01,957.6111474063476,-1624.0602082205742,3755.7612435273104
2017-03-03,1207.8745796040066,-1440.2095356731766,3844.020526100395
2017-03-04,1757.6435084446873,-854.3690927141894,4622.236812133832
2017-03-05,1626.1316384850807,-1275.4101085330722,4486.453000791498
2017-03-06,1608.1825160807641,-1272.6073958579377,4327.123440575543
2017-03-07,2049.4868671679496,-381.78076215654175,4847.996151502029
2017-03-08,1694.3128436268353,-966.1329489151775,4541.42111676266
2017-03-09,1200.446743571375,-1663.8249405255779,3948.5952127567107
2017-03-10,1894.4997621288885,-799.093711165879,4754.1137229350725
2017-03-11,2403.579021583066,-195.5349765694748,5054.806664919789
2017-03-12,2222.0838603718644,-373.7397493657625,5035.015747086501
2017-03-13,2145.945883046165,-244.91705180132752,4835.604295355643
2017-03-14,2522.0979055265875,-319.99855750620554,5346.198227069274
2017-03-15,2096.173591881544,-689.5368859877708,4900.202819188085
2017-03-17,2143.945096139174,-683.0835530020976,5132.232260151364
2017-03-18,2574.40238015056,-225.25552112882517,5397.892029472676
